ID|Order Quantity|Sales|Ship Mode|Profit|Unit Price|Customer Name|Province|Customer Segment|Product Category|Product Sub-Category|Product Name
5944|7|545.04|Delivery Truck|-210.06|68.81|Liz Pelletier|Saskachewan|Home Office|Office Supplies|Appliances|Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter
5945|29|606.91|Regular Air|-271.77|20.89|Liz Pelletier|Saskachewan|Home Office|Office Supplies|Storage & Organization|Iris? 3-Drawer Stacking Bin, Black
5946|23|91.94|Regular Air|-10.11|3.95|Maxwell Schwartz|Saskachewan|Corporate|Office Supplies|Rubber Bands|Advantus Map Pennant Flags and Round Head Tacks
5947|6|377.03|Regular Air|-78.82|64.98|Maxwell Schwartz|Saskachewan|Corporate|Office Supplies|Storage & Organization|Fellowes Bankers Box? Staxonsteel? Drawer File/Stacking System
5948|4|67.22|Regular Air|-139.53|4.48|Liz Pelletier|Saskachewan|Corporate|Office Supplies|Appliances|Hoover Portapower? Portable Vacuum
5949|18|76.85|Regular Air|-64.08|4.24|Liz Pelletier|Saskachewan|Corporate|Office Supplies|Binders and Binder Accessories|Storex DuraTech Recycled Plastic Frosted Binders
5950|3|112.79|Delivery Truck|-95.39|20.98|Jonathan Doherty|Saskachewan|Corporate|Office Supplies|Storage & Organization|Tennsco Lockers, Gray
5951|50|6356.68|Regular Air|1812.86|128.24|Neil Knudson|Saskachewan|Home Office|Furniture|Chairs & Chairmats|SAFCO Folding Chair Trolley
5952|47|193.15|Regular Air|27.76|4.28|Neil Knudson|Saskachewan|Home Office|Office Supplies|Pens & Art Supplies|Newell 336
5953|41|170.82|Express Air|85.45|3.69|Dennis Pardue|Saskachewan|Corporate|Office Supplies|Labels|Avery 501
5954|4|1609.69|Regular Air|-281.17|419.19|Dennis Pardue|Saskachewan|Corporate|Office Supplies|Storage & Organization|Smead Adjustable Mobile File Trolley with Lockable Top
5955|36|82.09|Regular Air|11.44|2.21|Emily Grady|Saskachewan|Home Office|Office Supplies|Pens & Art Supplies|Quartet Alpha? White Chalk, 12/Pack
5956|44|299.85|Express Air|-260.8|6.48|Dennis Pardue|Saskachewan|Corporate|Office Supplies|Paper|Xerox 1997
5957|36|63.53|Regular Air|-2.51|1.88|Greg Hansen|Saskachewan|Home Office|Office Supplies|Rubber Bands|Staples Pushpins
5958|6|48.05|Regular Air|-11.34|6.68|Liz Carlisle|Saskachewan|Corporate|Office Supplies|Paper|Xerox 1977
5959|34|3373.7095|Regular Air|861.72|110.99|Liz Pelletier|Saskachewan|Corporate|Technology|Telephones and Communication|LX 677
5960|25|12343.07|Delivery Truck|3972.72|500.97|Janet Lee|Saskachewan|Consumer|Technology|Office Machines|Epson Stylus 1520 Color Inkjet Printer
5961|41|812.21|Express Air|-128.02|20.28|Neil Knudson|Saskachewan|Home Office|Furniture|Office Furnishings|"Career Cubicle Clock, 8 1/4"", Black"
5962|7|15.61|Regular Air|-5.19|2.08|Denise Monton|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|Round Ring Binders
5963|18|47.11|Regular Air|-95.42|2.18|Denise Monton|Saskachewan|Home Office|Office Supplies|Paper|"Ampad? Evidence? Wirebond Steno Books, 6"" x 9"""
5964|39|3451.85|Delivery Truck|1264.75|90.97|Lycoris Saunders|Saskachewan|Corporate|Technology|Office Machines|Lexmark Z54se Color Inkjet Printer
5965|11|54.59|Regular Air|-47.18|4.13|Neil Knudson|Saskachewan|Home Office|Office Supplies|Labels|Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll
5966|35|597.04|Regular Air|-157.42|16.74|Neil Knudson|Saskachewan|Home Office|Office Supplies|Storage & Organization|Rogers? Profile Extra Capacity Storage Tub
5967|8|32.31|Regular Air|-33.59|3.58|Greg Hansen|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|Avery Poly Binder Pockets
5968|6|57.9|Regular Air|-48.14|7.38|Greg Hansen|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|GBC Plastic Binding Combs
5969|46|562.95|Regular Air|147.12|12.22|Greg Hansen|Saskachewan|Home Office|Furniture|Office Furnishings|Aluminum Document Frame
5970|35|285.01|Express Air|124.82|7.64|Maxwell Schwartz|Saskachewan|Corporate|Office Supplies|Envelopes|"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes"
5971|33|12215.43|Delivery Truck|5255.45|400.97|Maxwell Schwartz|Saskachewan|Corporate|Technology|Office Machines|Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer
5972|12|138.67|Regular Air|-9.72|11.7|Denise Monton|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|Fellowes Binding Cases
5973|16|506.84|Regular Air|-38.32|30.98|Denise Monton|Saskachewan|Home Office|Technology|Computer Peripherals|Belkin ErgoBoard? Keyboard
5974|43|679.65|Regular Air|31.2|15.01|Ionia McGrath|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb
5975|43|412.62|Regular Air|175.54|9.9|Valerie Takahito|Saskachewan|Consumer|Office Supplies|Envelopes|#6 3/4 Gummed Flap White Envelopes
5976|14|3830.14|Regular Air|202.25|300.97|Luke Schmidt|Saskachewan|Home Office|Technology|Computer Peripherals|Gyration Ultra Professional Cordless Optical Suite
5977|40|1559.86|Regular Air|672.37|39.89|Luke Schmidt|Saskachewan|Home Office|Furniture|Office Furnishings|Ultra Commercial Grade Dual Valve Door Closer
5978|10|74.87|Regular Air|-43.97|6.48|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Paper|Xerox 217
5979|42|3931.318|Regular Air|1025.45|115.99|Luke Schmidt|Saskachewan|Home Office|Technology|Telephones and Communication|282
5980|21|215.76|Regular Air|-97.75|10.9|Kelly Andreada|Saskachewan|Home Office|Office Supplies|Storage & Organization|Crate-A-Files?
5981|22|75.03|Regular Air|-31.52|3.14|Jason Klamczynski|Saskachewan|Small Business|Office Supplies|Scissors, Rulers and Trimmers|Serrated Blade or Curved Handle Hand Letter Openers
5982|23|294.91|Regular Air|-37.27|12.44|Tracy Hopkins|Saskachewan|Small Business|Office Supplies|Storage & Organization|Eldon Simplefile? Box Office?
5983|24|131.65|Express Air|67.41|4.91|Craig Leslie|Saskachewan|Consumer|Office Supplies|Labels|Avery 478
5984|23|750.39|Regular Air|133.71|30.98|Valerie Takahito|Saskachewan|Consumer|Office Supplies|Binders and Binder Accessories|GBC Linen Binding Covers
5985|4|18.46|Regular Air|-0.43|4.91|Valerie Takahito|Saskachewan|Consumer|Office Supplies|Labels|Avery 508
5986|47|838.4|Express Air|-132.91|17.7|Michael Grace|Saskachewan|Corporate|Office Supplies|Storage & Organization|Portfile? Personal File Boxes
5987|7|48.04|Regular Air|-23.28|6.48|Saphhira Shifley|Saskachewan|Corporate|Office Supplies|Paper|"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream"
5988|18|130.38|Regular Air|31.52|7.4|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Paper|"It's Hot Message Books with Stickers, 2 3/4"" x 5"""
5989|19|333.68|Regular Air|81.96|16.48|Laurel Beltran|Saskachewan|Consumer|Technology|Computer Peripherals|Maxell DVD-RAM Discs
5990|15|1532.482|Regular Air|-43|125.99|Laurel Beltran|Saskachewan|Consumer|Technology|Telephones and Communication|5170i
5991|7|283.57|Regular Air|71.21|37.94|Craig Leslie|Saskachewan|Consumer|Office Supplies|Paper|Snap-A-Way? Black Print Carbonless Ruled Speed Letter, Triplicate
5992|23|3674.08|Delivery Truck|112.44|150.98|Craig Leslie|Saskachewan|Consumer|Furniture|Chairs & Chairmats|Novimex Swivel Fabric Task Chair
5993|46|1413.89|Express Air|-40.72|28.28|Craig Leslie|Saskachewan|Consumer|Office Supplies|Storage & Organization|Eldon Portable Mobile Manager
5994|2|61.7185|Regular Air|-164.04|35.99|Craig Leslie|Saskachewan|Consumer|Technology|Telephones and Communication|Accessory35
5995|17|1556.61|Regular Air|-485.55|89.83|Tracy Blumstein|Saskachewan|Home Office|Office Supplies|Storage & Organization|Fellowes Officeware? Wire Shelving
5996|49|645.14|Regular Air|-26.32|13.43|Tracy Blumstein|Saskachewan|Home Office|Office Supplies|Storage & Organization|Fellowes Personal Hanging Folder Files, Navy
5997|44|4851.5025|Regular Air|1371.67|125.99|Tracy Blumstein|Saskachewan|Home Office|Technology|Telephones and Communication|Timeport L7089
5998|20|862.64|Regular Air|320.81|43.41|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|Satellite Sectional Post Binders
5999|43|2123.64|Regular Air|1013.77|47.9|Kelly Andreada|Saskachewan|Home Office|Office Supplies|Paper|Xerox 1938
6000|46|2968.66|Regular Air|1077.49|63.94|Michael Grace|Saskachewan|Corporate|Furniture|Office Furnishings|"Howard Miller 16"" Diameter Gallery Wall Clock"
6001|33|63.96|Regular Air|-13.71|1.88|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Binders and Binder Accessories|Staples? General Use 3-Ring Binders
6002|23|177.23|Regular Air|4.94|8.14|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Pens & Art Supplies|Avery Hi-Liter? EverBold? Pen Style Fluorescent Highlighters, 4/Pack
6003|3|14.74|Regular Air|-2.72|4.48|Michael Grace|Saskachewan|Corporate|Office Supplies|Paper|Spiral Phone Message Books with Labels by Adams
6004|43|117.68|Express Air|12.47|2.88|Michael Grace|Saskachewan|Corporate|Office Supplies|Pens & Art Supplies|Newell 340
6005|32|202.89|Regular Air|-201.91|6.48|Kelly Andreada|Saskachewan|Home Office|Office Supplies|Paper|Xerox 1997
6006|21|535.57|Regular Air|131.05|25.38|Valerie Takahito|Saskachewan|Consumer|Furniture|Office Furnishings|"Executive Impressions 13"" Chairman Wall Clock"
6007|26|452.39|Regular Air|-22.83|17.52|Michael Grace|Saskachewan|Corporate|Office Supplies|Appliances|Bionaire 99.97% HEPA Air Cleaner
6008|5|117.13|Regular Air|-70.47|20.95|Michael Grace|Saskachewan|Corporate|Technology|Computer Peripherals|Fellowes Basic 104-Key Keyboard, Platinum
6009|2|65.31|Regular Air|-34.42|24.92|Laurel Beltran|Saskachewan|Consumer|Office Supplies|Binders and Binder Accessories|GBC Standard Therm-A-Bind Covers
6010|9|73.7|Express Air|1.42|7.59|Larry Blacks|Saskachewan|Consumer|Furniture|Office Furnishings|Master Giant Foot? Doorstop, Safety Yellow
6011|10|71.24|Regular Air|2.78|6.69|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Paper|Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page
6012|15|1616.66|Delivery Truck|112.58|100.98|Tracy Blumstein|Saskachewan|Home Office|Furniture|Bookcases|Hon 4-Shelf Metal Bookcases
6013|6|96.21|Regular Air|-19.34|14.58|Tracy Blumstein|Saskachewan|Home Office|Furniture|Office Furnishings|DAX Clear Channel Poster Frame
6014|46|237.15|Regular Air|123.02|4.91|Michael Grace|Saskachewan|Corporate|Office Supplies|Labels|Avery 493
6015|22|179.22|Regular Air|-139.9|7.28|Michael Grace|Saskachewan|Corporate|Office Supplies|Paper|Array? Parchment Paper, Assorted Colors
6016|10|71.86|Regular Air|-35.52|6.68|Michael Grace|Saskachewan|Corporate|Office Supplies|Paper|HP Office Paper (20Lb. and 87 Bright)
6017|30|6589.304|Delivery Truck|912.48|259.71|Kelly Andreada|Saskachewan|Home Office|Furniture|Tables|"Bevis Round Bullnose 29"" High Table Top"
6018|38|136.5|Regular Air|-216.66|3.34|Saphhira Shifley|Saskachewan|Corporate|Office Supplies|Pens & Art Supplies|Eldon Spacemaker? Box, Quick-Snap Lid, Clear
6019|6|250.376|Regular Air|-131.85|45.99|Tracy Blumstein|Saskachewan|Home Office|Technology|Telephones and Communication|KF 788
6020|15|5296.19|Regular Air|1164.05|363.25|Kelly Andreada|Saskachewan|Home Office|Office Supplies|Appliances|Hoover WindTunnel? Plus Canister Vacuum
6021|37|230.97|Regular Air|-173.73|6.48|Saphhira Shifley|Saskachewan|Corporate|Office Supplies|Paper|Xerox 217
6022|46|723.17|Regular Air|-154.11|16.98|Saphhira Shifley|Saskachewan|Corporate|Office Supplies|Envelopes|Brown Kraft Recycled Envelopes
6023|23|324.28|Regular Air|20.43|14.56|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Appliances|Acco 6 Outlet Guardian Premium Surge Suppressor
6024|40|254.02|Regular Air|123.14|6.3|Meg Tillman|Saskachewan|Small Business|Office Supplies|Labels|Avery 48
6025|32|546.01|Regular Air|133.56|16.74|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Binders and Binder Accessories|GBC Poly Designer Binding Covers
6026|1|1786.04|Regular Air|-924.99|1889.99|Kelly Andreada|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|Ibico EPK-21 Electric Binding System
6027|4|24.77|Regular Air|-17.07|4.91|Tracy Blumstein|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"
6028|36|3832.37|Regular Air|1322.07|107.53|Tracy Blumstein|Saskachewan|Home Office|Furniture|Office Furnishings|"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"""
6029|25|100.34|Regular Air|-88.19|3.58|Tracy Blumstein|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|Avery Poly Binder Pockets
6030|45|75.68|Regular Air|-4.04|1.81|Tracy Blumstein|Saskachewan|Home Office|Office Supplies|Rubber Bands|Assorted Color Push Pins
6031|7|163.14|Regular Air|-37.5|22.99|Kelly Andreada|Saskachewan|Home Office|Office Supplies|Pens & Art Supplies|Boston KS Multi-Size Manual Pencil Sharpener
6032|7|42.66|Express Air|-30.74|4.06|Larry Blacks|Saskachewan|Consumer|Office Supplies|Appliances|Eureka Disposable Bags for Sanitaire? Vibra Groomer I? Upright Vac
6033|18|655.58|Regular Air|250.67|35.44|Larry Blacks|Saskachewan|Consumer|Office Supplies|Paper|Xerox 1932
6034|12|1465.33|Delivery Truck|-66.38|113.98|Larry Blacks|Saskachewan|Consumer|Furniture|Chairs & Chairmats|Hon Comfortask? Task/Swivel Chairs
6035|31|187.18|Express Air|28.91|5.98|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Pens & Art Supplies|Dixon Ticonderoga? Erasable Colored Pencil Set, 12-Color
6036|36|104.21|Regular Air|15.19|2.88|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Pens & Art Supplies|Newell 340
6037|14|1331.224|Regular Air|-401.42|111.96|Luke Schmidt|Saskachewan|Home Office|Furniture|Tables|Hon 4060 Series Tables
6038|14|50.8|Regular Air|16.79|3.69|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Labels|Avery 501
6039|37|750.89|Express Air|-1176.28|20.34|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Storage & Organization|Tennsco Commercial Shelving
6040|17|67.73|Regular Air|2.44|4.28|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Pens & Art Supplies|Newell 336
6041|41|854.23|Regular Air|67.14|20.48|Meg Tillman|Saskachewan|Small Business|Office Supplies|Appliances|Kensington 6 Outlet Guardian Standard Surge Protector
6042|26|47.91|Regular Air|-58.83|1.86|Meg Tillman|Saskachewan|Small Business|Office Supplies|Rubber Bands|Super Bands, 12/Pack
6043|38|6427.258|Regular Air|1636.41|205.99|Meg Tillman|Saskachewan|Small Business|Technology|Telephones and Communication|V70
6044|11|5510.23|Delivery Truck|915.8|500.98|Saphhira Shifley|Saskachewan|Consumer|Furniture|Chairs & Chairmats|Global Troy? Executive Leather Low-Back Tilter
6045|21|177.06|Regular Air|-100.61|8.45|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Scissors, Rulers and Trimmers|"Elite 5"" Scissors"
6046|35|12908.4|Delivery Truck|4084.86|350.99|Luke Schmidt|Saskachewan|Home Office|Furniture|Chairs & Chairmats|Global Leather Executive Chair
6047|31|477.16|Regular Air|204.18|15.04|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Paper|White GlueTop Scratch Pads
6048|30|663.24|Regular Air|76.33|20.48|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Appliances|Kensington 6 Outlet Guardian Standard Surge Protector
6049|35|238.08|Regular Air|31.65|6.75|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Binders and Binder Accessories|Wilson Jones DublLock? D-Ring Binders
6050|14|174.3|Regular Air|75.58|12.53|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Labels|Avery 485
6051|19|991.36|Regular Air|-103.11|54.1|Michael Grace|Saskachewan|Corporate|Office Supplies|Storage & Organization|Desktop 3-Pocket Hot File?
6052|33|803.11|Delivery Truck|-237.13|25.98|Meg Tillman|Saskachewan|Small Business|Furniture|Chairs & Chairmats|Global Stack Chair without Arms, Black
6053|30|17034.92|Regular Air|5916.34|599.99|Harold Dahlen|Saskachewan|Corporate|Technology|Copiers and Fax|Hewlett Packard LaserJet 3310 Copier
6054|3|22.6|Express Air|-4.63|5.88|Harold Dahlen|Saskachewan|Corporate|Office Supplies|Paper|"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
6055|9|918.7395|Express Air|-303.56|125.99|Harold Dahlen|Saskachewan|Corporate|Technology|Telephones and Communication|Timeport L7089
6056|5|2600.44|Express Air|-921.94|499.99|Laurel Beltran|Saskachewan|Consumer|Technology|Copiers and Fax|Sharp AL-1530CS Digital Copier
6057|11|1247.8595|Regular Air|-55.8|125.99|Kelly Andreada|Saskachewan|Home Office|Technology|Telephones and Communication|5170i
6058|22|3760.3065|Regular Air|593.18|195.99|Meg Tillman|Saskachewan|Small Business|Technology|Telephones and Communication|T28 WORLD
6059|45|318.94|Regular Air|-195.6|7.37|Larry Blacks|Saskachewan|Consumer|Technology|Computer Peripherals|"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box"
6060|15|1093.6355|Regular Air|119.17|85.99|Harold Dahlen|Saskachewan|Consumer|Technology|Telephones and Communication|Accessory34
6061|18|325.58|Regular Air|152.28|18.84|Michael Grace|Saskachewan|Corporate|Furniture|Office Furnishings|Flat Face Poster Frame
6062|9|458.8|Regular Air|305.87|46.94|Michael Grace|Saskachewan|Corporate|Furniture|Office Furnishings|"Howard Miller 13"" Diameter Goldtone Round Wall Clock"
6063|10|267.06|Regular Air|76.47|24.95|Richard Bierner|Saskachewan|Small Business|Office Supplies|Binders and Binder Accessories|Large Capacity Hanging Post Binders
6064|22|82.98|Regular Air|13.82|4|Richard Bierner|Saskachewan|Small Business|Office Supplies|Paper|EcoTones? Memo Sheets
6065|11|1610.29|Regular Air|221.38|150.98|Michael Grace|Saskachewan|Corporate|Technology|Office Machines|Canon MP41DH Printing Calculator
6066|30|617.51|Regular Air|98.1|18.97|Michael Grace|Saskachewan|Corporate|Office Supplies|Paper|Computer Printout Paper with Letter-Trim Perforations
6067|23|278.83|Regular Air|35.16|12.28|Michael Grace|Saskachewan|Corporate|Office Supplies|Paper|Xerox 1933
6068|46|1605.22|Express Air|230.03|34.99|Michael Grace|Saskachewan|Corporate|Office Supplies|Pens & Art Supplies|Hunt Boston? Vacuum Mount KS Pencil Sharpener
6069|41|357.01|Regular Air|64.5|8.33|Saphhira Shifley|Saskachewan|Consumer|Technology|Computer Peripherals|80 Minute Slim Jewel Case CD-R , 10/Pack - Staples
6070|20|632.05|Regular Air|-626.61|32.48|Luke Schmidt|Saskachewan|Home Office|Office Supplies|Storage & Organization|Fellowes Neat Ideas? Storage Cubes
6071|12|600.86|Regular Air|-82.67|53.98|Tiffany House|Saskachewan|Corporate|Technology|Computer Peripherals|Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad
6072|5|17.06|Regular Air|-7.54|2.98|Tiffany House|Saskachewan|Corporate|Office Supplies|Pens & Art Supplies|Premium Writing Pencils, Soft, #2 by Central Association for the Blind
6073|23|1198.1|Regular Air|187.19|51.75|Meg Tillman|Saskachewan|Small Business|Furniture|Office Furnishings|"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock"
6074|49|276.3|Regular Air|14.84|5.58|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Binders and Binder Accessories|Avery Heavy-Duty EZD ? Binder With Locking Rings
6075|15|120.52|Regular Air|43.92|7.98|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Paper|Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book
6076|42|2269.01|Regular Air|-19.37|54.1|Saphhira Shifley|Saskachewan|Consumer|Office Supplies|Storage & Organization|Desktop 3-Pocket Hot File?
6077|31|2893.31|Regular Air|937.64|96.45|Harold Dahlen|Saskachewan|Corporate|Technology|Office Machines|Soundgear TeleForum DX Desktop Conference Phone
6078|25|3923.27|Delivery Truck|-85.86|159.31|Harold Dahlen|Saskachewan|Corporate|Furniture|Tables|Hon Non-Folding Utility Tables
6079|24|2332.5955|Regular Air|366.86|115.99|Saphhira Shifley|Saskachewan|Corporate|Technology|Telephones and Communication|8890
6080|3|461.89|Express Air|-309.82|150.98|Roy Collins|Saskachewan|Corporate|Technology|Office Machines|Canon MP41DH Printing Calculator
6081|29|575.11|Regular Air|71.75|18.97|Roy Collins|Saskachewan|Corporate|Office Supplies|Paper|Computer Printout Paper with Letter-Trim Perforations
6082|23|236.46|Regular Air|-134.31|9.71|Roy Collins|Saskachewan|Corporate|Office Supplies|Storage & Organization|Filing/Storage Totes and Swivel Casters
6083|39|197.56|Regular Air|-119.86|4.97|Toby Swindell|Saskachewan|Small Business|Furniture|Office Furnishings|DAX Value U-Channel Document Frames, Easel Back
6084|17|186.02|Regular Air|16.48|10.64|Sarah Brown|Saskachewan|Consumer|Furniture|Office Furnishings|Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry
6085|5|142.44|Regular Air|-22.12|28.15|Sarah Brown|Saskachewan|Consumer|Office Supplies|Pens & Art Supplies|Boston Model 1800 Electric Pencil Sharpener, Gray
6086|38|967.78|Regular Air|369.33|24.95|Sarah Brown|Saskachewan|Consumer|Office Supplies|Binders and Binder Accessories|Large Capacity Hanging Post Binders
6087|23|3041.33|Delivery Truck|-260.41|130.98|Christina Anderson|Saskachewan|Corporate|Furniture|Chairs & Chairmats|Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum
6088|49|314.21|Regular Air|49.77|5.88|Roy Collins|Saskachewan|Corporate|Office Supplies|Paper|"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages"
6089|48|1347.63|Regular Air|562.89|28.48|Robert Dilbeck|Saskachewan|Corporate|Technology|Computer Peripherals|Memorex 4.7GB DVD+RW, 3/Pack
6090|8|120.22|Regular Air|52.69|14.34|Randy Ferguson|Saskachewan|Home Office|Furniture|Office Furnishings|Nu-Dell Leatherette Frames
6091|23|66.09|Regular Air|13.71|2.88|Arianne Irving|Saskachewan|Corporate|Office Supplies|Labels|Avery 514
6092|10|1597.37|Delivery Truck|-533.69|146.05|Arianne Irving|Saskachewan|Corporate|Furniture|Tables|BPI Conference Tables
6093|31|1753.958|Regular Air|382.39|65.99|Arianne Irving|Saskachewan|Corporate|Technology|Telephones and Communication|252
6094|33|497.4|Regular Air|37.9|14.98|Randy Ferguson|Saskachewan|Corporate|Furniture|Office Furnishings|GE 4 Foot Flourescent Tube, 40 Watt
6095|48|4965.384|Delivery Truck|-175.46|124.49|Randy Ferguson|Saskachewan|Corporate|Furniture|Tables|Bevis 36 x 72 Conference Tables
6096|8|358.4195|Express Air|-275.06|55.99|Randy Ferguson|Saskachewan|Corporate|Technology|Telephones and Communication|Accessory28
6097|31|3232.68|Regular Air|875.45|105.98|Randy Ferguson|Saskachewan|Corporate|Furniture|Office Furnishings|"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
6098|35|236.99|Regular Air|-95.79|6.48|Arianne Irving|Saskachewan|Corporate|Office Supplies|Paper|Xerox 215
6099|46|4617.336|Regular Air|978.35|125.99|Arianne Irving|Saskachewan|Corporate|Technology|Telephones and Communication|Timeport L7089
6100|35|89.71|Regular Air|20.71|2.62|Cynthia Arntzen|Saskachewan|Small Business|Office Supplies|Rubber Bands|Staples Metal Binder Clips
6101|28|1703.8505|Regular Air|316.06|65.99|Andy Gerbode|Saskachewan|Consumer|Technology|Telephones and Communication|8260
6102|17|303.1865|Regular Air|92.59|20.99|Andy Gerbode|Saskachewan|Consumer|Technology|Telephones and Communication|Accessory21
6103|6|187.37|Regular Air|-125.96|32.98|Amy Hunt|Saskachewan|Home Office|Technology|Computer Peripherals|PC Concepts 116 Key Quantum 3000 Keyboard
6104|23|356.09|Regular Air|155.82|15.67|Amy Hunt|Saskachewan|Home Office|Office Supplies|Envelopes|#10 White Business Envelopes,4 1/8 x 9 1/2
6105|31|162.58|Regular Air|-109.86|4.89|Craig Molinari|Saskachewan|Small Business|Technology|Computer Peripherals|"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack"
6106|44|6815.23|Delivery Truck|-196.07|150.98|Craig Molinari|Saskachewan|Small Business|Furniture|Tables|"Iceberg OfficeWorks 42"" Round Tables"
6107|23|496.15|Regular Air|213.38|20.98|Trudy Brown|Saskachewan|Small Business|Office Supplies|Binders and Binder Accessories|Avery Legal 4-Ring Binder
6108|9|566.53|Delivery Truck|-209.6|60.98|Toby Swindell|Saskachewan|Small Business|Furniture|Chairs & Chairmats|Novimex Fabric Task Chair
6109|15|486.43|Regular Air|285.35|30.93|Amy Hunt|Saskachewan|Small Business|Furniture|Office Furnishings|Advantus Employee of the Month Certificate Frame, 11 x 13-1/2
6110|7|144.95|Express Air|10.82|19.98|Amy Hunt|Saskachewan|Small Business|Office Supplies|Paper|Xerox 191
6111|20|131.71|Regular Air|-44|6.48|Cynthia Arntzen|Saskachewan|Small Business|Office Supplies|Paper|Xerox 1994
6112|45|271.06|Regular Air|-76.6|5.74|Toby Swindell|Saskachewan|Small Business|Office Supplies|Binders and Binder Accessories|Binder Posts
6113|6|58.84|Regular Air|4.29|9.48|Toby Swindell|Saskachewan|Small Business|Furniture|Office Furnishings|DAX Charcoal/Nickel-Tone Document Frame, 5 x 7
6114|12|1211.72|Regular Air|587.84|99.23|Toby Swindell|Saskachewan|Small Business|Furniture|Office Furnishings|"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box"
6115|9|75.26|Regular Air|-17.24|7.64|Toby Swindell|Saskachewan|Small Business|Office Supplies|Paper|"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4"
6116|7|407.116|Regular Air|-289.81|65.99|Toby Swindell|Saskachewan|Small Business|Technology|Telephones and Communication|iDEN i95
6117|21|69.06|Regular Air|28.47|3.08|Philip Fox|Saskachewan|Home Office|Office Supplies|Labels|Avery 497
6118|50|84.01|Regular Air|-4.17|1.81|Philip Fox|Saskachewan|Home Office|Office Supplies|Rubber Bands|Assorted Color Push Pins
6119|34|592.92|Express Air|-44.92|16.06|Philip Fox|Saskachewan|Home Office|Office Supplies|Storage & Organization|Letter/Legal File Tote with Clear Snap-On Lid, Black Granite
6120|15|106.1|Express Air|-65.67|6.48|Cynthia Arntzen|Saskachewan|Small Business|Office Supplies|Paper|Xerox 217
6121|28|149|Regular Air|-119.48|4.98|Randy Ferguson|Saskachewan|Home Office|Office Supplies|Paper|Xerox 1922
6122|49|334.29|Regular Air|-157.28|6.48|Randy Ferguson|Saskachewan|Home Office|Office Supplies|Paper|Xerox 210
6123|17|454.09|Regular Air|29.7|28.15|Brian Dahlen|Saskachewan|Small Business|Office Supplies|Pens & Art Supplies|Boston Model 1800 Electric Pencil Sharpener, Gray
